行番号	投稿時間	投稿者	メッセージ	スパチャ
294	00:40:15	竹本カキフライ	ギルド入る前だから幼いね	
295	00:40:51	HILO	アルベルさんの太ももがセクシー	
296	00:41:06	うぇいのる	かわいそう	
297	00:41:07	リフェ	かなしい	
298	00:41:12	竹輪	つらすぎる	
299	00:41:33	abeshi	ゆらゆらかわいい	
300	00:41:55	HILO	ゆらゆら	
301	00:42:03	JUNY	はれんちだ…	
302	00:42:05	パンセポンセ	なんて格好だ	
303	00:42:43	じょーげん	どいつもアルベルみたいな恰好してるな	
304	00:42:46	ホワイトラン衛兵	でかい	
305	00:43:31	リフェ	ありそう	
306	00:43:55	らうらう	おみず	
307	00:44:08	HILO	おみず	
308	00:44:21	いぶきんぐ	草	
309	00:44:22	リフェ	草	
310	00:44:28	らうらう	使いまわしドラゴン	
311	00:44:29	パンセポンセ	草	
312	00:44:40	竹本カキフライ	（わし）	
313	00:45:14	mori mori	かわいい	
314	00:45:59	らうらう	ｱｰ	
315	00:46:05	竹輪	つよい	
316	00:46:05	リフェ	おおー	
317	00:46:08	motiyomogi	ずごい	
318	00:46:08	mori mori	つよい	
319	00:46:11	カギカギ	つよい	
320	00:46:18	パンセポンセ	ちょろい	
321	00:46:19	竹本カキフライ	あっ	
322	00:46:23	竹輪	かわいい	
323	00:46:29	タケノコ男	かわいい	
324	00:46:30	いぶきんぐ	消える姉	
325	00:47:43	にけい	ジャックくん危ういすぎる	
326	00:48:21	うぇいのる	草	
327	00:48:23	リフェ	草	
328	00:49:22	いぶきんぐ	小柄な子がでかい得物ぶん回すのいいね	
329	00:49:24	mori mori	草	
330	00:49:27	リフェ	一瞬だった…	
331	00:49:27	にけい	よわっ	
332	00:49:31	ねこくーる	本当にゲージ溜まりづらいね	
333	00:49:32	abeshi	はやい	
334	00:49:35	パンセポンセ	よわい	
335	00:50:03	カギカギ	前の兵長もだけどゲージ遅いの辛いよね...	
336	00:50:15	らうらう	かわいい	
337	00:50:27	JUNY	素直	
338	00:50:39	じょーげん	ハッピーエンドルート来たか…	
339	00:51:13	パンセポンセ	刺さる	
340	00:51:13	水澤悠仮面ライダーアマゾンオメガ	ちょっとご飯食べてる間にすごい進んでた😨	
341	00:51:46	JUNY	エアードラゴンはがっかりして帰っていった	
342	00:52:18	mori mori	出てくるたびに集中線入ってるの笑う	
343	00:52:29	竹本カキフライ	こいつのお陰でハッピーエンドになったのか	
344	00:52:52	竹本カキフライ	あっ	
345	00:52:54	らうらう	配信バフの素	
346	00:53:12	motiyomogi	あっ	
347	00:53:18	八木谷	あっ	
348	00:53:37	パンセポンセ	どうして…	
349	00:53:39	いぶきんぐ	つらい	
350	00:53:41	リフェ	バッドエンドは避けられないのか…	
351	00:54:02	じょーげん	だめでした	
352	00:54:03	うぇいのる	つらい	
353	00:54:06	JUNY	かなしい	
354	00:54:08	mori mori	足掻いた結果がバッドエンド・・・	
355	00:54:09	竹輪	つらい	
356	00:54:16	八木谷	かなしい…	
357	00:54:33	らうらう	ええ・・・	
358	00:54:43	じょーげん	おつらぁい	
359	00:54:43	竹輪	つらい…	
360	00:54:47	デンキヒツジ	ひどい	
361	00:54:49	タケノコ男	つらい	
362	00:55:55	motiyomogi	蹴ってる…	
363	00:55:58	リフェ	草	
364	00:55:59	パンセポンセ	草	
365	00:56:03	らうらう	草	
366	00:56:03	いぶきんぐ	ほいほい蹴りおる	
367	00:56:06	竹本カキフライ	とりあえず蹴る	
368	00:56:08	タケノコ男	草	
369	00:56:24	mori mori	草	
370	00:56:28	うぇいのる	なるほど	
371	00:56:31	ジャック・オー	おいしい煮玉子	
372	00:56:39	竹本カキフライ	人を蹴って戦うこともある	
373	00:56:41	らうらう	草	
374	00:57:02	らうらう	姉ちゃん！	
375	00:57:04	mori mori	姉ちゃん	
376	00:57:06	にけい	姉ちゃん！	
377	00:57:10	ジャック・オー	姉ちゃん！姉ちゃん！	
378	00:57:11	パンセポンセ	姉ちゃん！	
379	00:57:15	マイフェイバリットトリビアン	姉ちゃん！	
380	00:57:18	じょーげん	姉ちゃん姉ちゃん	
381	00:57:32	motiyomogi	姉ちゃんの煮玉子！	
382	00:57:44	じょーげん	おもいよ！	
383	00:57:48	らうらう	あっ	
384	00:57:53	パンセポンセ	あっ	
385	00:58:45	らうらう	草	
386	00:58:47	いぶきんぐ	ひどい	
387	00:58:48	ホワイトラン衛兵	ひどい	
388	00:58:48	mori mori	えっ？	
389	00:59:11	うぇいのる	草	
390	00:59:16	ジョナサン・グレーン	草	
391	00:59:16	リフェ	草	
392	00:59:28	らうらう	姉ちゃん回すぎる	
393	00:59:36	motiyomogi	草	
394	00:59:36	タケノコ男	草	
395	00:59:38	ホワイトラン衛兵	草	
396	00:59:40	リフェ	草	
397	00:59:40	ジャック・オー	草	
398	00:59:41	いぶきんぐ	草	
399	00:59:45	カギカギ	草	
400	00:59:48	竹本カキフライ	よく煽ってた	
401	00:59:50	八木谷	草	
402	01:00:25	らうらう	草	
403	01:00:33	mori mori	動きにくい服戦闘で使っちゃダメでは？	
404	01:00:38	らうらう	身軽すぎる	
405	01:00:51	ジョナサン・グレーン	そりゃ身軽だろうけどさ！	
406	01:03:18	竹本カキフライ	オカマいたね	
407	01:06:07	ジャック・オー	ｂ	
408	01:06:07	竹輪	かわいい	
409	01:06:07	mori mori	かわいい	
410	01:06:08	リフェ	おおー	
411	01:06:59	らうらう	姉ちゃんひけば	
412	01:07:07	竹本カキフライ	ラジアータって隠れた名作枠だからね…	
413	01:07:14	カギカギ	覇ミカ今やるとすごく柔らかかった	
414	01:09:13	織田道信	と	
415	01:09:17	リフェ	おおー	
416	01:09:17	うぇいのる	おお！	
417	01:09:17	motiyomogi	たのしみ	
418	01:09:20	パンセポンセ	おお	
419	01:09:21	竹輪	おおー	
420	01:09:22	biki koto	いか！？	
421	01:09:25	ホワイトラン衛兵	おお	
422	01:09:26	いぶきんぐ	おお	
423	01:09:32	竹本カキフライ	できる？酔わない？	
424	01:09:35	mori mori	そうじして	
425	01:09:40	らうらう	まだ見つかってないの・・・	
426	01:09:43	竹輪	どこ行ったんだろう…	
427	01:09:45	ジャック・オー	バテンカイトス２まだ迷子なのか	
428	01:09:54	いぶきんぐ	どこに仕舞ったの…	
429	01:10:08	mori mori	実は買ってないのでは？	
430	01:10:09	biki koto	通販…	
431	01:10:15	らうらう	戦闘態勢かわいい	
432	01:10:43	カギカギ	すごい	
433	01:11:08	いぶきんぐ	かわいい	
434	01:11:09	mori mori	かわいい	
435	01:11:14	ジャック・オー	かわいい	
436	01:11:14	ホワイトラン衛兵	かわいい	
437	01:11:16	motiyomogi	やったね	
438	01:11:19	うぇいのる	やったね	
439	01:11:21	竹輪	かわいい	
440	01:11:23	カギカギ	サクサクすぎる	
441	01:11:28	らうらう	ダメージがおかしい	
442	01:11:33	mori mori	いつかの地獄のようなあれは何だったのか	
443	01:11:47	竹本カキフライ	インフレはどのゲームでもあるからね	
444	01:12:17	竹輪	草	
445	01:12:19	motiyomogi	草	
446	01:12:19	うぇいのる	草	
447	01:12:21	リフェ	草	
448	01:12:21	ジャック・オー	草	
449	01:12:23	カギカギ	草	
450	01:12:24	らうらう	草	
451	01:12:28	ホワイトラン衛兵	草	
452	01:12:56	ねこくーる	お疲れ様でした	
453	01:12:58	motiyomogi	おつかれさま	
454	01:12:59	mori mori	おやす姉	
455	01:13:00	カギカギ	おつたまー	
456	01:13:01	らうらう	おつかれにたまご	
457	01:13:01	リフェ	おつかれさまー！	
458	01:13:09	ジャック・オー	おつたま	
459	01:13:15	竹輪	やったー！	
460	01:13:16	クロム	おつかれさまでした	
461	01:13:16	リフェ	たのしみー！	
462	01:13:22	パンセポンセ	お疲れ様でしたー	
463	01:13:25	らうらう	アタック25！	
464	01:13:30	mori mori	草	
465	01:13:47	らうらう	たのしみ	
466	01:13:49	竹輪	なんだろう楽しみ	
467	01:13:49	マイフェイバリットトリビアン	たのしみ	
468	01:13:50	うぇいのる	楽しみ	
469	01:13:53	motiyomogi	たのしみ	
470	01:14:02	カギカギ	たのしみ	
471	01:14:03	ホワイトラン衛兵	おつたまー	
472	01:14:04	じょーげん	お疲れさまでした	
473	01:14:05	竹輪	おつー	
